elapsed_ms,executed_traces,visited_branches,reached_branches,unique_errors
0,0,0,0,0
1000,668,282,282,15
2000,1588,290,290,15
3000,2533,292,292,15
4001,3506,295,295,16
5001,4491,298,298,17
6001,5553,299,299,17
7001,6635,299,299,17
8001,7705,303,303,17
9001,8815,303,303,17
10001,9896,303,303,17
11002,10991,305,305,18
12002,12052,305,305,18
13002,13112,305,305,18
14002,14175,305,305,18
15002,15261,305,305,18
16002,16302,305,305,18
17002,17348,305,305,18
18002,18386,305,305,18
19003,19411,306,306,18
20004,20450,306,306,18
21004,21514,306,306,18
22005,22542,306,306,18
23005,23561,306,306,18
24006,24559,306,306,18
25006,25504,306,306,18
26006,26494,306,306,18
27007,27448,306,306,18
28007,28384,306,306,18
29007,29289,306,306,18
30008,30163,306,306,18
31008,31094,306,306,18
32008,32028,306,306,18
33008,32954,306,306,18
34008,33837,306,306,18
35008,34661,306,306,18
36008,35519,306,306,18
37008,36375,306,306,18
38008,37229,306,306,18
39008,38079,306,306,18
40008,38899,306,306,18
41008,39735,306,306,18
42008,40554,306,306,18
43008,41397,306,306,18
44008,42226,306,306,18
45008,43028,306,306,18
46008,43789,306,306,18
47009,44610,306,306,18
48009,45425,306,306,18
49009,46230,306,306,18
50009,46983,306,306,18
51009,47791,306,306,18
52010,48581,306,306,18
53010,49394,306,306,18
54010,50175,306,306,18
55010,50916,306,306,18
56010,51691,306,306,18
57010,52461,306,306,18
58010,53236,306,306,18
59010,54016,306,306,18
60010,54762,306,306,18
61010,55129,306,306,18
62010,55819,306,306,18
63010,56587,306,306,18
64011,57373,306,306,18
65011,58113,306,306,18
66011,58904,306,306,18
67011,59639,306,306,18
68011,60446,306,306,18
69011,61223,306,306,18
70011,61993,306,306,18
71011,62782,306,306,18
72011,63563,306,306,18
73011,64331,306,306,18
74011,65124,306,306,18
75012,65889,306,306,18
76012,66666,306,306,18
77012,67432,306,306,18
78012,68202,306,306,18
79012,68954,306,306,18
80012,69715,306,306,18
81012,70492,306,306,18
82012,71278,306,306,18
83012,72060,306,306,18
84013,72844,306,306,18
85013,73594,306,306,18
86013,74353,306,306,18
87013,75128,306,306,18
88013,75857,306,306,18
89013,76626,306,306,18
90013,77395,306,306,18
91014,78205,306,306,18
92015,78970,306,306,18
93015,79734,306,306,18
94016,80513,306,306,18
95016,81216,306,306,18
96018,81956,306,306,18
97018,82743,306,306,18
98019,83494,306,306,18
99019,84271,306,306,18
100019,85040,306,306,18
101020,85834,306,306,18
102020,86602,306,306,18
103020,87371,306,306,18
104020,88148,306,306,18
105021,88631,306,306,18
106021,89419,306,306,18
107021,90197,306,306,18
108021,91004,306,306,18
109022,91794,306,306,18
110022,92546,306,306,18
111022,93358,306,306,18
112022,94152,306,306,18
113022,95003,306,306,18
114022,95872,306,306,18
115022,96695,306,306,18
116022,97516,306,306,18
117022,98358,306,306,18
118022,99227,306,306,18
119023,100044,306,306,18
120023,100864,306,306,18
121023,101671,306,306,18
122024,102504,306,306,18
123025,103335,306,306,18
124025,104160,306,306,18
125025,104973,306,306,18
126026,105780,306,306,18
127026,106637,306,306,18
128027,107489,306,306,18
129027,108303,306,306,18
130028,109110,306,306,18
131028,109916,306,306,18
132028,110744,306,306,18
133028,111520,306,306,18
134029,112339,306,306,18
135029,113145,306,306,18
136029,113997,306,306,18
137029,114841,306,306,18
138029,115670,306,306,18
139031,116500,306,306,18
140031,117323,306,306,18
141031,118148,306,306,18
142031,118977,306,306,18
143031,119791,306,306,18
144031,120615,306,306,18
145031,121455,306,306,18
146031,122271,306,306,18
147031,123069,306,306,18
148032,123909,306,306,18
149033,124762,306,306,18
150033,125509,306,306,18
151033,126334,306,306,18
152033,127135,306,306,18
153033,127948,306,306,18
154033,128751,306,306,18
155033,129554,306,306,18
156033,130356,306,306,18
157033,131172,306,306,18
158033,131991,306,306,18
159033,132834,306,306,18
160033,133655,306,306,18
161034,134454,306,306,18
162035,135311,306,306,18
163035,136117,306,306,18
164035,136933,306,306,18
165035,137752,306,306,18
166035,138570,306,306,18
167035,139380,306,306,18
168035,140177,306,306,18
169035,141011,306,306,18
170035,141819,306,306,18
171036,142646,306,306,18
172036,143507,306,306,18
173037,144321,306,306,18
174037,145145,306,306,18
175037,145971,306,306,18
176037,146815,306,306,18
177037,147677,306,306,18
178037,148517,306,306,18
179037,149377,306,306,18
180037,150208,306,306,18
181037,151009,306,306,18
182037,151817,306,306,18
183037,152634,306,306,18
184037,153518,306,306,18
185038,154278,306,306,18
186038,155040,306,306,18
187040,155871,306,306,18
188092,156636,306,306,18
189093,157404,306,306,18
190093,158190,306,306,18
191094,159029,306,306,18
192094,159862,306,306,18
193094,160645,306,306,18
194095,161499,306,306,18
195095,162285,306,306,18
196096,163101,306,306,18
197096,163935,306,306,18
198096,164747,306,306,18
199096,165596,306,306,18
200097,166396,306,306,18
201097,167283,306,306,18
202097,168098,306,306,18
203100,168863,306,306,18
204100,169498,306,306,18
205100,170219,306,306,18
206100,171007,306,306,18
207100,171753,306,306,18
208100,172506,306,306,18
209100,173322,306,306,18
210100,174063,306,306,18
211101,174918,306,306,18
212102,175743,306,306,18
213103,176585,306,306,18
214103,177380,306,306,18
215103,178185,306,306,18
216104,178934,306,306,18
217104,179752,306,306,18
218104,180567,306,306,18
219104,181360,306,306,18
220104,182156,306,306,18
221104,182973,306,306,18
222104,183769,306,306,18
223104,184601,306,306,18
224104,185422,306,306,18
225104,186222,306,306,18
226104,187038,306,306,18
227104,187820,306,306,18
228104,188630,306,306,18
229105,189449,306,306,18
230106,190254,306,306,18
231107,191039,306,306,18
232107,191793,306,306,18
233107,192581,306,306,18
234107,193436,306,306,18
235108,194232,306,306,18
236108,195037,306,306,18
237108,195873,306,306,18
238108,196712,306,306,18
239108,197571,306,306,18
240109,198371,306,306,18
241109,199168,306,306,18
242110,199959,306,306,18
243110,200782,306,306,18
244110,201564,306,306,18
245110,202350,306,306,18
246110,203180,306,306,18
247110,203974,306,306,18
248110,204781,306,306,18
249110,205562,306,306,18
250110,206364,306,306,18
251111,207187,306,306,18
252111,208005,306,306,18
253111,208812,306,306,18
254112,209619,306,306,18
255112,210432,306,306,18
256113,211261,306,306,18
257113,212081,306,306,18
258113,212863,306,306,18
259113,213676,306,306,18
260113,214472,306,306,18
261113,215257,306,306,18
262113,216076,306,306,18
263113,216889,306,306,18
264113,217684,306,306,18
265114,218481,306,306,18
266114,219269,306,306,18
267114,220084,306,306,18
268114,220903,306,306,18
269114,221705,306,306,18
270114,222504,306,306,18
271115,223303,306,306,18
272115,224143,306,306,18
273116,224958,306,306,18
274116,225773,306,306,18
275116,226594,306,306,18
276116,227390,306,306,18
277116,228207,306,306,18
278117,229002,306,306,18
279117,229807,306,306,18
280118,230611,306,306,18
281118,231449,306,306,18
282119,232240,306,306,18
283119,233049,306,306,18
284119,233877,306,306,18
285119,234627,306,306,18
286119,235476,306,306,18
287119,236330,306,306,18
288119,237158,306,306,18
289120,237950,306,306,18
290120,238734,306,306,18
291121,239508,306,306,18
292121,240340,306,306,18
293121,241159,306,306,18
294121,241974,306,306,18
295121,242777,306,306,18
296121,243627,306,306,18
297121,244477,306,306,18
298121,245318,306,306,18
299122,246121,306,306,18
300000,246836,306,306,18
