elapsed_ms,executed_traces,visited_branches,reached_branches,unique_errors
0,0,0,0,0
1000,767,274,274,13
2000,1575,291,291,15
3001,2374,295,295,16
4001,3171,298,298,17
5002,3908,298,298,17
6002,4743,304,304,17
7003,5461,304,304,17
8004,6212,304,304,17
9006,6957,304,304,17
10006,7751,304,304,17
11006,8541,304,304,17
12006,9299,306,306,18
13006,10018,306,306,18
14006,10790,306,306,18
15006,11544,306,306,18
16006,12314,306,306,18
17006,13098,306,306,18
18006,13867,306,306,18
19006,14625,306,306,18
20008,15438,306,306,18
21008,16246,306,306,18
22009,17076,306,306,18
23009,17896,306,306,18
24009,18660,306,306,18
25009,19455,306,306,18
26009,20270,306,306,18
27010,21054,306,306,18
28010,21831,306,306,18
29011,22583,306,306,18
30011,23333,306,306,18
31011,24155,306,306,18
32011,24958,306,306,18
33011,25702,306,306,18
34011,26488,306,306,18
35011,27245,306,306,18
36011,28033,306,306,18
37012,28855,306,306,18
38012,29633,306,306,18
39012,30450,306,306,18
40012,30863,306,306,18
41013,31639,306,306,18
42013,32411,306,306,18
43013,33203,306,306,18
44014,33995,306,306,18
45014,34769,306,306,18
46015,35573,306,306,18
47015,36335,306,306,18
48015,37126,306,306,18
49015,37909,306,306,18
50015,38662,306,306,18
51015,39462,306,306,18
52015,40244,306,306,18
53015,40981,306,306,18
54015,41763,306,306,18
55016,42535,306,306,18
56017,43297,306,306,18
57019,44079,306,306,18
58019,44873,306,306,18
59019,45677,306,306,18
60019,46427,306,306,18
61019,47191,306,306,18
62019,47987,306,306,18
63019,48773,306,306,18
64019,49552,306,306,18
65019,50328,306,306,18
66020,51087,306,306,18
67020,51875,306,306,18
68022,52619,306,306,18
69023,53295,306,306,18
70023,53865,306,306,18
71091,54554,306,306,18
72091,55263,306,306,18
73091,56012,306,306,18
74092,56759,306,306,18
75093,57480,306,306,18
76093,58263,306,306,18
77093,59034,306,306,18
78094,59814,306,306,18
79094,60583,306,306,18
80094,61330,306,306,18
