elapsed_ms,executed_traces,visited_branches,reached_branches,unique_errors
0,0,0,0,0
1004,159,180,170,0
2008,339,180,170,0
3008,518,180,170,0
4010,694,181,171,0
5013,870,181,171,0
6016,1050,189,179,0
7018,1233,189,179,0
8021,1417,189,179,0
9024,1597,189,179,0
10025,1780,189,180,0
11025,1967,189,180,0
12026,2151,190,181,0
13027,2329,190,181,0
14027,2501,190,181,0
15029,2673,190,181,0
16035,2839,191,182,0
17037,3005,191,182,0
18045,3168,199,190,0
19049,3334,199,190,0
20055,3495,199,190,0
21060,3654,199,190,0
22060,3809,204,195,0
23063,3954,204,195,0
24067,4113,204,195,0
25070,4273,204,195,0
26070,4429,204,195,0
27074,4581,207,198,0
28081,4728,207,198,0
29081,4880,207,198,0
30085,5027,207,198,0
31089,5183,207,198,0
32094,5332,207,198,0
33097,5480,208,199,0
34103,5623,208,199,0
35106,5768,208,199,0
36113,5916,208,199,0
37114,6063,208,199,0
38119,6201,208,199,0
39123,6348,208,199,0
40125,6490,208,199,0
41130,6634,208,199,0
42131,6780,208,199,0
43132,6919,208,199,0
44135,7066,208,199,0
45135,7207,208,199,0
46136,7352,208,199,0
47140,7492,208,199,0
48148,7633,208,199,0
49148,7773,208,199,0
50152,7915,208,199,0
51154,8056,208,199,0
52160,8199,208,199,0
53161,8332,208,199,0
54163,8473,208,199,0
55164,8614,213,203,0
56168,8757,213,203,0
57174,8904,213,203,0
58177,9046,213,203,0
59179,9193,213,203,0
60184,9337,222,211,0
61187,9483,222,211,0
62192,9627,222,211,0
63196,9760,222,211,0
64196,9901,222,211,0
65196,10041,222,211,0
66199,10189,222,211,0
67201,10329,227,216,0
68201,10471,227,216,0
69204,10608,227,216,0
70208,10751,227,216,0
71211,10892,227,216,0
72214,11037,227,216,0
73219,11175,227,216,0
74224,11320,227,216,0
75225,11466,227,216,0
76231,11607,227,216,0
77237,11738,227,216,0
78241,11876,227,216,0
79249,12025,227,216,0
80254,12168,227,216,0
81254,12311,227,216,0
82259,12449,227,216,0
83261,12584,227,216,0
84262,12724,228,217,0
85266,12868,228,217,0
86269,13015,228,217,0
87274,13158,228,217,0
88279,13296,228,217,0
89281,13444,228,217,0
90289,13594,228,217,0
91291,13736,228,217,0
92297,13881,228,217,0
93297,14008,228,217,0
94300,14149,228,217,0
95305,14289,228,217,0
96308,14431,228,217,0
97308,14574,228,217,0
98308,14707,229,218,0
99311,14854,229,218,0
100318,14997,229,218,0
101318,15142,229,218,0
102318,15280,229,218,0
103322,15422,229,218,0
104322,15570,229,218,0
105325,15718,229,218,0
106329,15863,229,218,0
107336,16004,229,218,0
108339,16147,229,218,0
109342,16291,229,218,0
110350,16438,229,218,0
111355,16581,229,218,0
112360,16724,229,218,0
113361,16867,229,218,0
114365,17011,229,218,0
115366,17152,229,218,0
116366,17297,229,218,0
117367,17443,229,218,0
118372,17585,229,218,0
119382,17725,230,219,0
120389,17870,230,219,0
121391,18003,230,219,0
122399,18133,230,219,0
123403,18270,230,219,0
124403,18408,230,219,0
125407,18555,230,219,0
126409,18701,230,219,0
127411,18847,230,219,0
128416,18989,230,219,0
129417,19134,230,219,0
130417,19277,230,219,0
131420,19423,230,219,0
132425,19570,230,219,0
133425,19713,230,219,0
134437,19855,230,219,0
135440,19993,230,219,0
136445,20138,230,219,0
137447,20281,230,219,0
138456,20414,230,219,0
139459,20565,230,219,0
140460,20709,230,219,0
141466,20854,230,219,0
142471,20999,230,219,0
143474,21138,230,219,0
144475,21287,230,219,0
145479,21431,230,219,0
146481,21572,230,219,0
147483,21721,230,219,0
148489,21858,230,219,0
149493,22001,230,219,0
150493,22144,230,219,0
151495,22283,230,219,0
152498,22428,230,219,0
153505,22563,230,219,0
154508,22709,230,219,0
155511,22852,230,219,0
156512,23001,230,219,0
157513,23150,230,219,0
158513,23290,230,219,0
159519,23432,230,219,0
160520,23576,230,219,0
161520,23722,230,219,0
162522,23866,230,219,0
163525,24007,230,219,0
164533,24146,230,219,0
165538,24293,230,219,0
166539,24433,230,219,0
167544,24575,230,219,0
168546,24715,230,219,0
169551,24861,230,219,0
170557,25010,230,219,0
171564,25152,230,219,0
172566,25296,230,219,0
173568,25430,230,219,0
174571,25567,230,219,0
175572,25709,230,219,0
176575,25857,230,219,0
177579,26000,230,219,0
178580,26139,230,219,0
179582,26281,230,219,0
180586,26419,230,219,0
181586,26551,230,219,0
182588,26697,230,219,0
183588,26833,230,219,0
184592,26978,230,219,0
185596,27126,230,219,0
186603,27270,230,219,0
187603,27408,230,219,0
188609,27539,230,219,0
189609,27688,230,219,0
190609,27830,230,219,0
191611,27974,230,219,0
192615,28113,230,219,0
193619,28249,230,219,0
194619,28386,230,219,0
195619,28529,230,219,0
196619,28672,230,219,0
197619,28808,230,219,0
198621,28943,230,219,0
199622,29085,230,219,0
200624,29232,230,219,0
201629,29380,230,219,0
202631,29527,230,219,0
203633,29665,230,219,0
204636,29807,230,219,0
205636,29950,230,219,0
206637,30095,230,219,0
207640,30239,230,219,0
208645,30369,230,219,0
209650,30514,230,219,0
210659,30657,230,219,0
211659,30793,230,219,0
212663,30939,230,219,0
213664,31078,230,219,0
214665,31227,230,219,0
215667,31378,230,219,0
216667,31522,230,219,0
217671,31670,230,219,0
218671,31808,230,219,0
219675,31947,230,219,0
220677,32091,230,219,0
221679,32237,230,219,0
222679,32381,230,219,0
223681,32517,230,219,0
224687,32662,230,219,0
225692,32808,230,219,0
226694,32954,230,219,0
227699,33097,230,219,0
228702,33239,230,219,0
229703,33384,230,219,0
230708,33523,230,219,0
231714,33661,230,219,0
232723,33806,230,219,0
233733,33948,230,219,0
234736,34094,230,219,0
235737,34238,230,219,0
236742,34382,230,219,0
237743,34531,230,219,0
238746,34665,230,219,0
239749,34806,230,219,0
240752,34931,230,219,0
241754,35074,230,219,0
242758,35219,230,219,0
243759,35357,230,219,0
244759,35502,230,219,0
245762,35642,230,219,0
246762,35787,230,219,0
247766,35928,230,219,0
248767,36063,230,219,0
249773,36209,230,219,0
250776,36348,230,219,0
251783,36495,230,219,0
252788,36640,230,219,0
253788,36782,230,219,0
254793,36932,230,219,0
255794,37074,230,219,0
256796,37216,230,219,0
257803,37359,230,219,0
258810,37498,230,219,0
259814,37641,230,219,0
260820,37787,230,219,0
261825,37929,230,219,0
262832,38075,230,219,0
263840,38215,230,219,0
264846,38359,230,219,0
265852,38502,230,219,0
266857,38647,230,219,0
267860,38793,230,219,0
268865,38919,230,219,0
269869,39064,230,219,0
270874,39196,230,219,0
271885,39342,230,219,0
272891,39483,230,219,0
273892,39626,230,219,0
274892,39774,230,219,0
275892,39921,230,219,0
276897,40067,238,227,0
277898,40211,238,227,0
278902,40344,238,227,0
279906,40484,238,227,0
280915,40628,238,227,0
281917,40770,238,227,0
282917,40913,238,227,0
283919,41048,238,227,0
284923,41192,238,227,0
285928,41333,238,227,0
286932,41471,238,227,0
287935,41617,238,227,0
288940,41756,238,227,0
289942,41892,238,227,0
290944,42037,238,227,0
291946,42183,238,227,0
292953,42329,238,227,0
293957,42466,238,227,0
294961,42613,238,227,0
295963,42753,238,227,0
296963,42896,238,227,0
297966,43039,238,227,0
298970,43177,238,227,0
299975,43322,238,227,0
300000,43325,238,227,0
