elapsed_ms,executed_traces,visited_branches,reached_branches,unique_errors
0,0,0,0,0
1001,117,158,149,0
2007,237,161,152,0
3009,361,180,170,0
4010,484,180,171,0
5013,615,187,178,0
6017,740,196,187,0
7017,862,196,187,0
8024,986,196,187,0
9029,1111,196,187,0
10031,1242,196,187,0
11034,1370,196,187,0
12040,1498,196,187,0
13045,1626,196,187,0
14045,1750,196,187,0
15045,1875,196,187,0
16045,2008,196,187,0
17050,2134,199,190,0
18056,2263,199,190,0
19057,2387,199,190,0
20062,2519,199,190,0
21067,2646,199,190,0
22071,2776,199,190,0
23072,2902,199,190,0
24074,3031,199,190,0
25082,3160,199,190,0
26088,3286,199,190,0
27091,3414,199,190,0
28096,3524,199,190,0
29097,3647,206,197,0
30098,3781,206,197,0
31100,3905,206,197,0
32107,4032,206,197,0
33114,4149,206,197,0
34118,4274,206,197,0
35123,4405,206,197,0
36126,4536,206,197,0
37131,4665,206,197,0
38131,4787,206,197,0
39135,4910,206,197,0
40142,5041,206,197,0
41144,5165,206,197,0
42150,5292,206,197,0
43154,5415,206,197,0
44154,5539,206,197,0
45157,5667,206,197,0
46162,5801,206,197,0
47166,5926,206,197,0
48169,6051,206,197,0
49175,6178,206,197,0
50178,6307,206,197,0
51185,6434,206,197,0
52185,6562,206,197,0
53190,6683,206,197,0
54194,6829,206,197,0
55200,6971,206,197,0
56205,7119,206,197,0
57211,7265,206,197,0
58214,7403,206,197,0
59214,7545,206,197,0
60219,7691,206,197,0
61224,7834,206,197,0
62231,7979,206,197,0
63235,8116,206,197,0
64240,8250,206,197,0
65243,8398,206,197,0
66247,8539,206,197,0
67247,8690,207,198,0
68253,8834,207,198,0
69259,8977,207,198,0
70266,9119,207,198,0
71268,9263,207,198,0
72270,9402,207,198,0
73276,9541,207,198,0
74277,9683,207,198,0
75280,9828,207,198,0
76280,9971,207,198,0
77282,10116,207,198,0
78286,10248,207,198,0
79289,10393,207,198,0
80291,10536,207,198,0
81296,10682,207,198,0
82297,10824,207,198,0
83297,10962,207,198,0
84302,11109,207,198,0
85302,11248,208,199,0
86311,11386,208,199,0
87314,11536,208,199,0
88324,11674,208,199,0
89327,11812,209,200,0
90329,11947,209,200,0
91335,12086,209,200,0
92340,12228,209,200,0
93344,12364,209,200,0
94348,12505,209,200,0
95351,12649,209,200,0
96354,12791,209,200,0
97355,12935,209,200,0
98359,13075,209,200,0
99364,13219,210,201,0
100370,13363,210,201,0
101376,13510,210,201,0
102381,13652,210,201,0
103385,13789,213,204,0
104389,13930,213,204,0
105394,14074,213,204,0
106396,14218,213,204,0
107403,14358,213,204,0
108404,14499,213,204,0
109407,14642,213,204,0
110410,14790,213,204,0
111412,14937,213,204,0
112416,15085,213,204,0
113417,15228,213,204,0
114417,15373,213,204,0
115420,15516,213,204,0
116420,15657,213,204,0
117425,15800,213,204,0
118430,15940,213,204,0
119433,16085,213,204,0
120439,16230,213,204,0
121444,16375,213,204,0
122449,16520,213,204,0
123451,16633,213,204,0
124454,16754,213,204,0
125459,16893,213,204,0
126461,17040,213,204,0
127465,17178,213,204,0
128469,17322,213,204,0
129471,17467,213,204,0
130476,17607,213,204,0
131485,17748,213,204,0
132490,17889,213,204,0
133498,18027,213,204,0
134498,18169,213,204,0
135502,18313,213,204,0
136507,18460,213,204,0
137507,18610,213,204,0
138508,18747,213,204,0
139509,18894,213,204,0
140511,19037,213,204,0
141517,19180,213,204,0
142517,19320,213,204,0
143527,19456,213,204,0
144529,19600,213,204,0
145531,19750,213,204,0
146532,19892,213,204,0
147539,20035,213,204,0
148542,20176,213,204,0
149547,20322,213,204,0
150548,20467,213,204,0
151548,20614,213,204,0
152553,20758,213,204,0
153554,20897,213,204,0
154557,21035,213,204,0
155561,21180,213,204,0
156568,21325,213,204,0
157572,21465,213,204,0
158577,21591,213,204,0
159581,21729,213,204,0
160588,21873,213,204,0
161588,22018,213,204,0
162593,22168,213,204,0
163596,22302,213,204,0
164602,22440,213,204,0
165607,22582,213,204,0
166610,22732,213,204,0
167610,22874,213,204,0
168613,23015,213,204,0
169614,23158,213,204,0
170614,23293,213,204,0
171615,23438,213,204,0
172615,23578,213,204,0
173621,23713,213,204,0
174624,23852,213,204,0
175624,23996,213,204,0
176627,24135,213,204,0
177628,24281,213,204,0
178633,24411,213,204,0
179636,24558,213,204,0
180640,24704,213,204,0
181646,24851,213,204,0
182646,24994,213,204,0
183646,25129,213,204,0
184649,25273,213,204,0
185652,25409,213,204,0
186652,25554,213,204,0
187654,25695,213,204,0
188657,25827,213,204,0
189667,25969,213,204,0
190672,26111,213,204,0
191672,26252,213,204,0
192677,26390,213,204,0
193678,26534,213,204,0
194680,26680,213,204,0
195681,26823,213,204,0
196683,26969,213,204,0
197687,27117,213,204,0
198692,27257,213,204,0
199693,27406,213,204,0
200697,27552,213,204,0
201697,27696,213,204,0
202697,27841,213,204,0
203699,27982,213,204,0
204701,28130,213,204,0
205701,28275,213,204,0
206706,28419,213,204,0
207707,28561,213,204,0
208712,28697,213,204,0
209717,28837,213,204,0
210723,28983,213,204,0
211723,29122,213,204,0
212725,29265,213,204,0
213727,29400,213,204,0
214732,29542,213,204,0
215737,29686,213,204,0
216737,29832,213,204,0
217738,29979,213,204,0
218740,30123,213,204,0
219744,30265,213,204,0
220746,30404,213,204,0
221752,30548,213,204,0
222752,30695,213,204,0
223754,30830,213,204,0
224755,30979,213,204,0
225758,31122,213,204,0
226759,31265,213,204,0
227760,31407,213,204,0
228765,31546,213,204,0
229766,31689,213,204,0
230768,31832,213,204,0
231768,31979,213,204,0
232781,32115,213,204,0
233786,32240,213,204,0
234787,32382,213,204,0
235788,32527,213,204,0
236794,32678,213,204,0
237796,32820,213,204,0
238799,32959,213,204,0
239802,33106,213,204,0
240806,33250,213,204,0
241809,33389,213,204,0
242814,33532,213,204,0
243818,33675,213,204,0
244823,33819,213,204,0
245828,33960,213,204,0
246832,34098,213,204,0
247836,34245,213,204,0
248837,34383,213,204,0
249842,34533,213,204,0
250845,34676,213,204,0
251848,34817,213,204,0
252848,34959,213,204,0
253848,35098,213,204,0
254853,35241,213,204,0
255856,35383,213,204,0
256859,35527,213,204,0
257859,35675,213,204,0
258861,35811,213,204,0
259864,35957,213,204,0
260867,36104,213,204,0
261867,36246,213,204,0
262868,36383,213,204,0
263873,36518,213,204,0
264878,36666,213,204,0
265879,36806,213,204,0
266886,36953,213,204,0
267886,37093,213,204,0
268886,37225,213,204,0
269887,37348,213,204,0
270888,37471,213,204,0
271893,37582,213,204,0
272898,37702,213,204,0
273903,37819,213,204,0
274908,37942,213,204,0
275910,38063,213,204,0
276913,38180,213,204,0
277918,38307,213,204,0
278922,38425,213,204,0
279924,38548,213,204,0
280929,38671,213,204,0
281933,38792,213,204,0
282935,38916,213,204,0
283941,39037,213,204,0
284948,39160,213,204,0
285953,39281,213,204,0
286957,39407,213,204,0
287979,39536,213,204,0
288980,39640,213,204,0
289984,39759,213,204,0
290989,39877,213,204,0
291991,40003,213,204,0
292993,40120,213,204,0
293993,40260,213,204,0
294994,40405,213,204,0
295998,40544,219,210,0
297000,40690,219,210,0
298001,40830,219,210,0
299007,40972,219,210,0
300010,41115,219,210,0
300010,41115,219,210,0
