elapsed_ms,executed_traces,covered_branches,sat_branches,unsat_branches,unique_errors,solver_queue
0,0,0,0,0,0,0
1032,75,132,0,125,0,0
2444,118,132,0,125,0,0
3453,120,132,0,125,0,0
4650,123,132,0,125,0,0
5762,125,132,0,125,0,0
6904,128,132,0,125,0,0
8089,132,132,0,125,0,0
9248,134,133,0,125,0,0
10994,139,133,0,125,0,0
12833,141,133,0,125,0,0
13900,142,133,0,125,0,0
15044,146,150,0,137,0,0
16639,148,150,0,137,0,0
17842,150,150,0,137,0,0
19303,152,150,0,137,0,0
21444,154,150,0,137,0,0
22691,155,150,0,137,0,0
24002,156,150,0,137,0,0
25340,157,150,0,137,0,0
27468,159,150,0,137,0,0
29325,160,150,0,137,0,0
31336,161,150,0,137,0,0
33212,162,150,0,137,0,0
34967,164,150,0,137,0,0
36358,165,150,0,137,0,0
38491,168,150,0,137,0,0
39878,169,150,0,137,0,0
356695,170,150,0,137,0,0
356695,170,150,0,137,0,0
