elapsed_ms,executed_traces,visited_branches,reached_branches,unique_errors
0,0,0,0,0
1006,148,161,152,0
2007,284,186,176,0
3009,421,195,185,0
4014,554,199,189,0
5015,698,200,190,0
6018,843,200,190,0
7022,987,200,190,0
8028,1121,200,190,0
9034,1263,200,191,0
10038,1410,200,191,0
11040,1551,200,191,0
12044,1695,200,191,0
13052,1830,201,192,0
14063,1969,201,192,0
15067,2113,201,192,0
16075,2260,201,192,0
17077,2408,201,192,0
18084,2552,201,192,0
19085,2701,201,192,0
20090,2846,201,192,0
21094,2997,201,192,0
22101,3137,201,192,0
23106,3280,201,192,0
24106,3421,201,192,0
25106,3567,201,192,0
26112,3716,201,192,0
27116,3861,201,192,0
28116,4003,201,192,0
29116,4143,201,192,0
30120,4292,201,192,0
31123,4437,208,199,0
32128,4578,208,199,0
33133,4717,208,199,0
34136,4858,208,199,0
35139,5006,208,199,0
36148,5152,208,199,0
37148,5296,208,199,0
38155,5439,208,199,0
39157,5582,208,199,0
40159,5722,208,199,0
41164,5867,208,199,0
42168,6014,208,199,0
43173,6155,208,199,0
44178,6299,208,199,0
45181,6442,208,199,0
46182,6587,208,199,0
47184,6733,208,199,0
48185,6868,209,200,0
49188,7009,209,200,0
50194,7146,209,200,0
51198,7292,209,200,0
52200,7435,209,200,0
53206,7568,209,200,0
54206,7713,209,200,0
55207,7863,223,213,0
56211,8007,223,213,0
57211,8150,223,213,0
58213,8290,223,213,0
59215,8435,223,213,0
60220,8581,223,213,0
61224,8727,223,213,0
62224,8877,223,213,0
63226,9017,223,213,0
64229,9159,223,213,0
65230,9301,223,213,0
66236,9442,223,213,0
67241,9586,223,213,0
68244,9725,223,213,0
69246,9873,223,213,0
70252,10013,224,214,0
71255,10157,224,214,0
72256,10304,224,214,0
73264,10435,224,214,0
74264,10580,224,214,0
75270,10729,224,214,0
76271,10871,224,214,0
77272,11020,224,214,0
78278,11161,224,214,0
79281,11306,224,214,0
80292,11448,224,214,0
81296,11594,224,214,0
82300,11744,224,214,0
83304,11883,224,214,0
84309,12029,224,214,0
85314,12173,224,214,0
86316,12305,224,214,0
87320,12453,224,214,0
88321,12592,224,214,0
89328,12738,224,214,0
90331,12884,224,214,0
91334,13031,224,214,0
92334,13175,224,214,0
93335,13311,224,214,0
94343,13453,224,214,0
95345,13601,224,214,0
96345,13746,224,214,0
97348,13887,224,214,0
98353,14029,224,214,0
99357,14177,226,216,0
100362,14324,226,216,0
101366,14470,226,216,0
102371,14606,226,216,0
103376,14741,226,216,0
104380,14888,226,216,0
105383,15034,226,216,0
106386,15178,226,216,0
107390,15323,226,216,0
108396,15462,226,216,0
109397,15613,226,216,0
110397,15760,226,216,0
111402,15907,226,216,0
112404,16043,226,216,0
113409,16176,226,216,0
114411,16320,226,216,0
115411,16460,226,216,0
116411,16610,226,216,0
117416,16754,226,216,0
118418,16889,226,216,0
119430,17032,226,216,0
120435,17175,226,216,0
121437,17322,226,216,0
122439,17471,226,216,0
123442,17611,226,216,0
124443,17743,226,216,0
125444,17877,226,216,0
126449,18021,226,216,0
127450,18154,226,216,0
128452,18294,226,216,0
129453,18438,226,216,0
130455,18584,226,216,0
131455,18727,226,216,0
132468,18871,226,216,0
133475,19013,226,216,0
134479,19159,226,216,0
135482,19307,226,216,0
136486,19451,226,216,0
137488,19592,226,216,0
138494,19733,226,216,0
139499,19884,226,216,0
140499,20033,226,216,0
141501,20174,226,216,0
142504,20319,226,216,0
143508,20463,226,216,0
144512,20599,226,216,0
145512,20742,226,216,0
146512,20876,226,216,0
147517,21024,226,216,0
148522,21163,226,216,0
149525,21310,226,216,0
150530,21454,226,216,0
151530,21601,226,216,0
152533,21745,226,216,0
153538,21892,226,216,0
154539,22040,226,216,0
155539,22185,226,216,0
156541,22330,226,216,0
157548,22476,226,216,0
158549,22615,226,216,0
159553,22753,226,216,0
160554,22895,226,216,0
161556,23037,226,216,0
162562,23185,226,216,0
163564,23329,226,216,0
164567,23475,226,216,0
165570,23617,226,216,0
166575,23759,226,216,0
167576,23905,226,216,0
168577,24044,226,216,0
169582,24193,226,216,0
170584,24339,226,216,0
171587,24486,226,216,0
172590,24634,226,216,0
173591,24775,226,216,0
174595,24919,226,216,0
175596,25065,226,216,0
176602,25205,226,216,0
177603,25353,232,222,0
178608,25493,232,222,0
179611,25637,232,222,0
180612,25781,232,222,0
181612,25919,232,222,0
182614,26066,232,222,0
183622,26207,232,222,0
184623,26348,232,222,0
185632,26496,232,222,0
186637,26637,232,222,0
187640,26776,232,222,0
188640,26917,232,222,0
189641,27057,232,222,0
190643,27204,232,222,0
191646,27355,232,222,0
192648,27503,232,222,0
193649,27645,232,222,0
194651,27788,232,222,0
195664,27936,232,222,0
196670,28082,232,222,0
197672,28232,232,222,0
198675,28371,232,222,0
199681,28516,232,222,0
200688,28661,232,222,0
201692,28806,232,222,0
202696,28949,232,222,0
203699,29084,232,222,0
204704,29230,232,222,0
205705,29376,232,222,0
206707,29526,232,222,0
207710,29673,232,222,0
208713,29814,232,222,0
209713,29956,232,222,0
210720,30098,232,222,0
211728,30238,232,222,0
212736,30386,232,222,0
213738,30519,232,222,0
214746,30667,232,222,0
215748,30816,232,222,0
216750,30963,232,222,0
217754,31100,232,222,0
218759,31214,232,222,0
219767,31359,232,222,0
220767,31501,232,222,0
221770,31649,232,222,0
222776,31786,232,222,0
223776,31922,232,222,0
224776,32065,232,222,0
225780,32210,232,222,0
226784,32352,232,222,0
227787,32490,232,222,0
228794,32627,232,222,0
229794,32771,232,222,0
230796,32919,232,222,0
231802,33058,232,222,0
232805,33205,232,222,0
233807,33347,232,222,0
234815,33496,232,222,0
235818,33643,232,222,0
236823,33787,232,222,0
237825,33935,232,222,0
238825,34073,232,222,0
239828,34217,232,222,0
240830,34355,232,222,0
241831,34499,232,222,0
242837,34647,232,222,0
243840,34782,232,222,0
244841,34929,232,222,0
245845,35077,232,222,0
246849,35225,232,222,0
247849,35370,232,222,0
248852,35507,232,222,0
249860,35655,232,222,0
250865,35801,232,222,0
251865,35940,232,222,0
252870,36084,237,227,0
253875,36213,237,227,0
254875,36355,237,227,0
255876,36496,237,227,0
256879,36644,237,227,0
257880,36792,237,227,0
258880,36922,237,227,0
259885,37065,237,227,0
260887,37212,237,227,0
261887,37360,237,227,0
262889,37505,237,227,0
263892,37643,237,227,0
264894,37790,237,227,0
265898,37932,237,227,0
266905,38072,237,227,0
267905,38218,237,227,0
268908,38354,237,227,0
269909,38489,237,227,0
270918,38633,237,227,0
271921,38769,237,227,0
272931,38913,237,227,0
273936,39050,237,227,0
274941,39200,237,227,0
275946,39342,237,227,0
276949,39492,237,227,0
277956,39635,237,227,0
278962,39773,237,227,0
279973,39919,237,227,0
280973,40066,237,227,0
281977,40214,237,227,0
282983,40355,237,227,0
283983,40491,237,227,0
284983,40637,237,227,0
285985,40770,237,227,0
286991,40909,237,227,0
287996,41060,237,227,0
288999,41200,237,227,0
290000,41347,237,227,0
