elapsed_ms,executed_traces,visited_branches,reached_branches,unique_errors
0,0,0,0,0
1004,53,389,382,0
2015,106,446,437,0
3032,159,522,503,1
4047,211,560,539,1
5052,265,577,555,1
6066,317,601,579,1
7076,372,642,618,1
8090,423,647,620,1
9113,476,692,662,1
10127,530,706,675,1
11145,586,706,675,1
12150,642,706,675,1
13152,696,734,702,1
14160,746,761,726,1
15160,800,783,745,1
16171,855,805,762,1
17186,911,805,762,1
18192,963,818,774,1
19214,1018,828,780,1
20228,1071,858,809,1
21236,1126,884,833,2
22245,1183,900,848,2
23259,1236,906,854,2
24277,1291,918,865,2
25282,1347,918,865,2
26293,1402,926,872,2
27316,1460,926,872,2
28318,1507,927,873,2
29328,1564,931,875,2
30331,1621,939,881,2
31348,1677,946,886,2
32352,1736,950,889,2
33353,1788,951,890,2
34363,1844,956,895,2
35376,1900,961,900,2
36388,1957,961,900,2
37390,2009,966,903,2
38408,2062,966,903,2
39420,2117,967,904,2
40432,2172,975,911,2
41444,2228,975,911,2
42452,2284,978,914,2
43455,2336,987,922,2
44460,2392,1008,942,2
45480,2446,1008,942,2
46492,2503,1008,942,2
47504,2560,1011,945,2
48512,2612,1011,945,2
49516,2667,1028,962,2
50535,2724,1028,962,2
51537,2776,1031,965,2
52538,2834,1031,965,2
53539,2884,1031,965,2
54545,2944,1032,966,2
55567,3001,1032,966,2
56571,3055,1039,972,2
57576,3113,1041,974,2
58579,3163,1041,974,2
59595,3218,1046,979,2
60600,3272,1057,988,2
61604,3324,1058,989,2
62615,3378,1058,989,2
63616,3431,1064,994,2
64626,3487,1068,997,2
65640,3544,1068,997,2
66652,3602,1068,997,2
67679,3655,1068,997,2
68686,3706,1069,998,2
69699,3760,1080,1007,2
70713,3818,1080,1007,2
71730,3876,1087,1013,2
72738,3928,1090,1013,2
73748,3980,1091,1014,2
74754,4036,1092,1015,2
75763,4090,1092,1015,2
76765,4144,1092,1015,2
77775,4199,1102,1024,2
78775,4253,1107,1029,2
79793,4311,1114,1035,3
80801,4365,1115,1036,3
81811,4420,1116,1037,3
82814,4474,1133,1051,3
83816,4528,1134,1052,3
84827,4583,1149,1067,3
85831,4637,1150,1067,3
86846,4693,1153,1069,4
87846,4746,1153,1069,4
88850,4800,1158,1072,4
89860,4856,1158,1072,4
90863,4910,1159,1073,4
91866,4966,1170,1083,4
92886,5021,1170,1083,4
93903,5075,1175,1085,4
94912,5129,1185,1095,4
95923,5184,1185,1095,4
96930,5239,1191,1101,4
97938,5293,1191,1101,4
98956,5350,1199,1108,5
99956,5405,1199,1108,5
100959,5461,1208,1116,5
101960,5516,1209,1117,5
102978,5569,1216,1123,5
103983,5625,1218,1125,5
104988,5675,1218,1125,5
106005,5731,1220,1127,5
107022,5785,1226,1131,5
108024,5838,1228,1132,5
109031,5895,1229,1133,5
110043,5951,1229,1133,5
111048,6005,1229,1133,5
112064,6061,1229,1133,5
