elapsed_ms,executed_traces,covered_branches,sat_branches,unsat_branches,unique_errors,solver_queue
0,0,0,0,0,0,0
2318,50,335,9,291,0,0
3337,96,366,9,311,0,0
4558,143,417,9,346,0,0
6174,196,447,9,368,0,0
7644,236,462,9,380,0,0
8648,304,475,9,388,0,0
9750,308,475,9,388,0,0
10756,355,476,9,388,0,0
12050,365,486,9,396,0,0
13052,431,487,9,396,0,0
14516,449,487,9,396,0,0
15517,512,487,9,396,0,0
17069,525,506,9,410,0,0
18084,596,529,9,425,0,0
20147,631,536,9,429,0,0
21216,681,536,9,429,0,0
22298,713,536,9,429,0,0
23300,775,579,9,460,0,0
24750,809,587,9,464,0,0
25756,866,587,9,464,0,0
26806,889,587,9,464,0,0
27945,891,587,9,464,0,0
29217,893,587,9,464,0,0
30858,895,587,9,464,0,0
65108,898,587,9,464,0,0
66114,964,587,9,464,0,0
67332,999,593,9,468,0,0
68826,1005,593,9,468,0,0
69950,1007,593,9,468,0,0
71563,1012,593,9,468,0,0
72902,1014,593,9,468,0,0
74105,1016,593,9,468,0,0
75240,1018,593,9,468,0,0
76627,1020,593,9,468,0,0
77876,1022,593,9,468,0,0
79363,1025,593,9,468,0,0
80461,1027,593,9,468,0,0
165185,1028,593,9,468,0,0
166198,1090,595,9,468,0,0
167560,1127,595,9,468,0,0
168682,1129,595,9,468,0,0
169832,1132,595,9,468,0,0
171060,1137,595,9,468,0,0
172389,1139,595,9,468,0,0
173697,1144,595,9,468,0,0
175282,1146,595,9,468,0,0
176304,1147,595,9,468,0,0
177358,1148,606,9,477,0,0
178677,1149,606,9,477,0,0
263927,1150,606,9,477,0,0
264954,1200,607,9,477,0,0
265996,1229,607,9,477,0,0
267028,1231,607,9,477,0,0
268319,1235,607,9,477,0,0
269341,1239,607,9,477,0,0
270686,1246,607,9,477,0,0
272182,1249,607,9,477,0,0
273563,1251,607,9,477,0,0
274800,1255,607,9,477,0,0
276259,1257,607,9,477,0,0
278673,1261,607,9,477,0,0
387412,1262,607,9,477,0,0
387412,1262,607,9,477,0,0
