elapsed_ms,executed_traces,visited_branches,reached_branches,unique_errors
0,0,0,0,0
1009,53,405,397,0
2028,101,424,413,0
3032,152,486,468,0
4033,201,546,525,1
5033,248,657,626,1
6043,301,715,681,2
7048,357,739,702,2
8081,410,753,714,3
9087,462,803,756,4
10105,516,817,769,4
11109,570,818,770,4
12119,627,830,777,5
13127,676,877,817,5
14127,723,921,854,6
15127,769,921,854,6
16132,819,938,869,7
17141,860,945,875,7
18150,905,996,921,8
19150,938,1028,950,8
20157,973,1035,955,8
21175,1012,1043,961,8
22175,1050,1068,986,9
23190,1086,1117,1030,11
24211,1119,1123,1036,11
25220,1155,1156,1064,12
26251,1191,1189,1095,12
27258,1224,1203,1106,12
28270,1261,1217,1116,12
29279,1293,1233,1131,12
30283,1328,1267,1161,12
31296,1363,1268,1162,12
32316,1398,1287,1180,12
33331,1435,1297,1189,12
34343,1468,1304,1196,12
35352,1503,1333,1220,14
36361,1542,1345,1226,14
37370,1578,1349,1229,14
38376,1613,1358,1238,14
39410,1646,1366,1246,14
40427,1676,1377,1256,14
41462,1706,1389,1265,14
42476,1734,1401,1275,14
43488,1765,1402,1276,14
44506,1791,1428,1300,14
45520,1820,1428,1300,14
46524,1850,1428,1300,14
47539,1881,1428,1300,14
48546,1918,1429,1301,14
49570,1955,1436,1308,14
50601,1990,1436,1308,14
51617,2022,1436,1308,14
52633,2057,1442,1313,14
53663,2092,1446,1316,14
54687,2125,1451,1321,14
55702,2163,1459,1329,14
56712,2200,1462,1331,14
57739,2240,1463,1332,14
58740,2275,1464,1332,14
59741,2307,1465,1332,14
60748,2339,1470,1335,14
61770,2375,1470,1335,14
62778,2411,1475,1340,14
63821,2449,1475,1340,14
64861,2483,1475,1340,14
65881,2515,1475,1340,14
66899,2549,1489,1353,14
67900,2586,1489,1353,14
68911,2623,1491,1354,14
69919,2658,1491,1354,14
70922,2693,1491,1354,14
71925,2730,1493,1354,14
72986,2760,1494,1355,14
74012,2788,1500,1360,14
75017,2821,1500,1360,14
76042,2855,1500,1360,14
77049,2893,1504,1362,14
78049,2931,1504,1362,14
79076,2964,1504,1362,14
80083,3000,1511,1368,14
81100,3036,1511,1368,14
82116,3074,1512,1369,14
83158,3112,1512,1369,14
84165,3146,1513,1369,14
85198,3186,1513,1369,14
86218,3227,1517,1373,14
87234,3266,1518,1373,14
88266,3301,1518,1373,14
89286,3336,1518,1373,14
90294,3373,1519,1373,14
91295,3410,1520,1374,14
92317,3447,1520,1374,14
93351,3480,1520,1374,14
94401,3520,1520,1374,14
95402,3560,1520,1374,14
96419,3595,1529,1382,14
97439,3625,1530,1383,14
98450,3653,1530,1383,14
99455,3679,1531,1383,14
100479,3709,1538,1388,14
101515,3738,1545,1395,14
102523,3770,1545,1395,14
103530,3803,1545,1395,14
104545,3833,1545,1395,14
105568,3862,1545,1395,14
106593,3891,1551,1401,14
107617,3916,1555,1404,14
108636,3944,1556,1405,14
109648,3974,1560,1409,14
110675,4005,1566,1415,14
111698,4033,1567,1416,14
112712,4063,1567,1416,14
113726,4095,1567,1416,14
114732,4123,1567,1416,14
115741,4154,1567,1416,14
116746,4184,1567,1416,14
117771,4217,1567,1416,14
118778,4247,1567,1416,14
119786,4277,1570,1418,15
120821,4305,1583,1431,15
121821,4332,1583,1431,15
122849,4366,1583,1431,15
123863,4397,1583,1431,15
124868,4426,1583,1431,15
125872,4459,1583,1431,15
126909,4493,1583,1431,15
127909,4528,1583,1431,15
128941,4560,1583,1431,15
129953,4594,1583,1431,15
130973,4625,1584,1431,15
131974,4658,1584,1431,15
133019,4694,1584,1431,15
134032,4730,1585,1431,15
135041,4765,1590,1435,15
136044,4801,1591,1436,15
137061,4837,1596,1441,15
138078,4870,1596,1441,15
139097,4895,1596,1441,15
140097,4927,1596,1441,15
141128,4962,1596,1441,15
142132,4991,1596,1441,15
143146,5024,1602,1447,15
144152,5056,1602,1447,15
145157,5088,1602,1447,15
146179,5126,1602,1447,15
147184,5160,1605,1450,15
148208,5196,1605,1450,15
149237,5230,1605,1450,15
150237,5259,1605,1450,15
151239,5292,1609,1454,15
152280,5326,1609,1454,15
153281,5361,1609,1454,15
154282,5394,1609,1454,15
155307,5424,1609,1454,15
156328,5460,1610,1454,15
157347,5491,1610,1454,15
158369,5527,1610,1454,15
159386,5560,1610,1454,15
160406,5593,1610,1454,15
161408,5626,1610,1454,15
162434,5662,1611,1455,15
163452,5693,1611,1455,15
164460,5722,1611,1455,15
165493,5753,1621,1464,15
166537,5786,1623,1466,15
167537,5818,1623,1466,15
168562,5848,1624,1467,15
169570,5878,1626,1468,15
170604,5906,1626,1468,15
171617,5938,1626,1468,15
172632,5968,1626,1468,15
173680,5994,1626,1468,15
174713,6022,1626,1468,15
175714,6052,1626,1468,15
176736,6083,1626,1468,15
177751,6114,1627,1469,15
178772,6148,1627,1469,15
179780,6180,1627,1469,15
180792,6214,1627,1469,15
181798,6243,1627,1469,15
182819,6267,1627,1469,15
183835,6287,1627,1469,15
184835,6316,1627,1469,15
185859,6341,1627,1469,15
186883,6370,1634,1474,15
187906,6401,1638,1478,15
188910,6430,1638,1478,15
189916,6456,1638,1478,15
190947,6484,1646,1483,15
191992,6519,1646,1483,15
192999,6548,1661,1497,16
194032,6574,1661,1497,16
195040,6603,1661,1497,16
196060,6633,1661,1497,16
197079,6663,1661,1497,16
198103,6686,1661,1497,16
199152,6709,1661,1497,16
200169,6735,1661,1497,16
201173,6761,1661,1497,16
202217,6790,1661,1497,16
203235,6813,1662,1498,16
204262,6836,1663,1498,16
205301,6857,1663,1498,16
206330,6885,1663,1498,16
207361,6911,1663,1498,16
208400,6935,1664,1498,16
209419,6956,1664,1498,16
210423,6979,1667,1501,16
211439,7011,1667,1501,16
212442,7045,1667,1501,16
213442,7072,1672,1506,16
214457,7101,1672,1506,16
215489,7134,1672,1506,16
216506,7167,1672,1506,16
217534,7191,1672,1506,16
218559,7226,1677,1509,16
219581,7255,1677,1509,16
220614,7286,1678,1509,16
221615,7317,1678,1509,16
222650,7350,1678,1509,16
223679,7382,1678,1509,16
224706,7413,1678,1509,16
225734,7442,1678,1509,16
226763,7473,1678,1509,16
227773,7502,1679,1510,16
228824,7530,1679,1510,16
229851,7556,1679,1510,16
230860,7581,1679,1510,16
231881,7609,1679,1510,16
232898,7642,1679,1510,16
233937,7672,1679,1510,16
234971,7704,1679,1510,16
235995,7728,1679,1510,16
237021,7753,1679,1510,16
238025,7781,1680,1511,16
239039,7802,1680,1511,16
240057,7830,1680,1511,16
241074,7860,1682,1513,16
242078,7887,1682,1513,16
243099,7919,1682,1513,16
244104,7948,1682,1513,16
245118,7975,1682,1513,16
246129,8003,1682,1513,16
247166,8037,1682,1513,16
248177,8066,1682,1513,16
249209,8097,1685,1516,17
250224,8134,1686,1516,17
251226,8165,1686,1516,17
252249,8202,1686,1516,17
253272,8238,1686,1516,17
254284,8276,1686,1516,17
255319,8311,1691,1521,17
256326,8351,1691,1521,17
257330,8390,1691,1521,17
258346,8428,1691,1521,17
259370,8465,1691,1521,17
260384,8502,1692,1522,17
261403,8535,1697,1527,17
262436,8566,1698,1528,17
263443,8602,1698,1528,17
264457,8639,1698,1528,17
265457,8675,1698,1528,17
266464,8711,1702,1531,17
267472,8749,1702,1531,17
268477,8788,1704,1532,17
269491,8823,1704,1532,17
270511,8860,1704,1532,17
271516,8896,1704,1532,17
272521,8932,1704,1532,17
273544,8958,1704,1532,17
274576,8980,1704,1532,17
275587,9010,1704,1532,17
276617,9041,1704,1532,17
277630,9080,1704,1532,17
278639,9117,1704,1532,17
