elapsed_ms,executed_traces,visited_branches,reached_branches,unique_errors
0,0,0,0,0
1011,59,304,283,10
2019,141,333,309,12
3029,222,345,317,14
4030,305,350,322,15
5042,387,353,324,15
6053,475,353,324,15
7064,551,356,326,16
8065,631,363,332,16
9068,713,363,332,16
10070,796,365,334,17
11078,881,365,334,17
12082,966,367,335,18
13083,1046,368,337,18
14093,1131,368,337,18
15093,1214,374,343,18
16100,1300,374,343,18
17105,1382,374,343,18
18105,1462,374,343,18
19113,1548,375,344,18
20120,1632,375,344,18
21128,1714,379,348,19
22136,1799,391,358,20
23138,1881,391,358,20
24149,1962,391,359,20
25151,2045,391,360,20
26154,2133,391,360,20
27165,2220,391,360,20
28176,2302,391,360,20
29184,2392,391,360,20
30193,2480,391,360,20
31200,2567,391,360,20
32204,2652,391,360,20
33209,2735,391,360,20
34209,2815,393,362,21
35212,2902,393,362,21
36212,2987,393,362,21
37220,3071,393,362,21
38232,3153,393,362,21
39238,3234,393,362,21
40248,3319,393,362,21
41255,3396,393,362,21
42269,3483,393,362,21
43274,3569,393,362,21
44279,3655,393,362,21
45284,3744,393,364,21
46290,3829,393,364,21
47300,3912,393,364,21
48307,3993,393,364,21
49308,4078,393,364,21
50315,4166,393,364,21
51318,4249,393,364,21
52331,4332,393,364,21
53332,4419,393,364,21
54333,4503,393,364,21
55333,4585,393,364,21
56344,4672,393,364,21
57345,4752,393,364,21
58348,4835,393,364,21
59351,4919,393,364,21
60357,5005,393,364,21
61371,5086,393,364,21
62380,5165,394,365,21
63388,5252,395,366,21
64389,5339,395,366,21
65400,5423,395,366,21
66409,5503,395,366,21
67410,5587,395,366,21
68426,5674,395,366,21
69432,5762,395,366,21
70434,5851,395,366,21
71442,5940,395,366,21
72452,6023,395,366,21
73461,6109,395,366,21
74464,6196,395,366,21
75469,6278,395,366,21
76472,6365,395,366,21
77473,6449,395,366,21
78480,6538,395,366,21
79487,6626,397,367,22
80495,6714,397,367,22
81502,6803,397,367,22
82503,6885,397,367,22
83507,6974,397,367,22
84516,7059,397,367,22
85519,7142,397,367,22
86529,7231,397,367,22
87530,7314,397,367,22
88541,7401,397,367,22
