elapsed_ms,executed_traces,visited_branches,reached_branches,unique_errors
0,0,0,0,0
1009,84,303,279,9
2030,169,322,294,10
3030,250,332,302,12
4035,335,337,310,13
5046,416,353,324,15
6052,500,361,332,15
7059,587,364,335,16
8062,663,364,335,16
9067,748,364,335,16
10067,832,364,335,16
11067,914,364,335,16
12070,999,366,337,17
13073,1080,366,338,17
14087,1167,366,338,17
15094,1255,366,338,17
16098,1340,366,338,17
17103,1425,366,338,17
18104,1501,367,339,17
19105,1587,370,341,18
20108,1672,372,343,19
21114,1758,380,350,20
22128,1843,380,350,20
23132,1930,380,350,20
24135,2017,380,351,20
25144,2106,380,351,20
26149,2190,380,351,20
27152,2278,380,351,20
28158,2356,380,351,20
29164,2440,380,351,20
30166,2526,380,351,20
31172,2614,380,351,20
32176,2695,381,351,20
33186,2778,381,351,20
34191,2862,381,351,20
35200,2947,381,351,20
36205,3033,381,351,20
37213,3118,381,351,20
38217,3201,381,351,20
39222,3289,381,351,20
40223,3372,381,351,20
41225,3453,383,352,20
42233,3536,383,352,20
43245,3620,384,352,20
44249,3706,384,352,20
45253,3786,384,352,20
46255,3867,384,352,20
47260,3951,384,352,20
48264,4035,384,352,20
49280,4119,384,352,20
50290,4202,384,352,20
51301,4288,384,352,20
52321,4365,384,353,20
53324,4449,384,353,20
54331,4535,384,353,20
55338,4620,384,353,20
56345,4709,384,353,20
57354,4791,385,354,20
349621,4839,385,354,20
349621,4839,385,354,20
