elapsed_ms,executed_traces,visited_branches,reached_branches,unique_errors
0,0,0,0,0
1001,85,306,281,9
2001,171,326,300,11
3003,253,337,310,12
4018,340,339,311,13
5023,424,348,319,15
6032,509,349,319,15
7034,591,351,324,15
8042,669,361,333,16
9056,750,362,335,16
10061,837,363,336,16
11063,923,366,338,17
12069,1007,366,339,17
13077,1086,366,339,17
14079,1172,371,344,17
15096,1260,371,344,17
16099,1347,372,345,17
17102,1434,372,345,17
18107,1517,372,345,17
19120,1601,372,345,17
20121,1690,378,350,17
21131,1774,380,352,18
22138,1854,383,354,18
23148,1940,383,354,18
24152,2025,383,354,18
25152,2112,384,354,18
26154,2200,384,354,18
27160,2286,384,354,18
28174,2373,384,354,18
29179,2460,384,354,18
30185,2547,385,355,18
31192,2633,386,356,18
32203,2723,386,356,18
33212,2804,386,356,18
34220,2886,386,356,18
35227,2971,388,358,18
36228,3057,390,360,19
37235,3141,390,360,19
38237,3223,390,360,19
39246,3311,390,360,19
40248,3392,390,360,19
41258,3478,390,360,19
42272,3562,390,360,19
43283,3644,391,361,19
44285,3728,391,361,19
45285,3816,391,361,19
46291,3899,391,361,19
47297,3980,391,361,19
48297,4064,391,361,19
49297,4147,391,361,19
50300,4234,391,361,19
51307,4320,391,361,19
52309,4406,391,361,19
53310,4493,391,361,19
54319,4579,391,361,19
55327,4668,391,361,19
56333,4756,391,361,19
57342,4838,391,361,19
58349,4925,391,361,19
59351,5009,391,361,19
60353,5097,391,361,19
61357,5180,391,361,19
62361,5262,391,361,19
63361,5343,391,361,19
64365,5428,391,361,19
65368,5515,391,361,19
66372,5599,391,361,19
67373,5680,391,361,19
68373,5765,391,361,19
69377,5845,391,361,19
70377,5930,391,361,19
71378,6018,391,361,19
72382,6098,391,361,19
73386,6183,391,361,19
74397,6270,391,361,19
75406,6354,391,361,19
76415,6441,391,362,19
77424,6525,391,362,19
78425,6612,391,362,19
79432,6688,391,362,19
80450,6773,391,362,19
81472,6853,391,362,19
82481,6930,391,362,19
83482,7012,391,362,19
84491,7101,391,362,19
85501,7185,391,362,19
86522,7269,391,362,19
87528,7352,391,362,19
88528,7434,391,362,19
89537,7519,393,364,20
90541,7602,393,364,20
91542,7687,393,364,20
92544,7769,393,364,20
93553,7856,393,364,20
94559,7941,393,364,20
95564,8024,393,364,20
96569,8109,393,364,20
97570,8189,393,364,20
98576,8275,393,364,20
99576,8358,393,364,20
100582,8443,393,364,20
101585,8531,393,364,20
102592,8609,393,364,20
103599,8696,393,364,20
104601,8782,393,364,20
105613,8870,393,364,20
106617,8951,393,364,20
107624,9033,393,364,20
108628,9119,393,364,20
109637,9203,393,364,20
110637,9288,393,364,20
111643,9373,393,364,20
112643,9455,393,364,20
113656,9541,393,364,20
114666,9626,393,364,20
115673,9714,393,364,20
116685,9802,393,364,20
117687,9884,393,364,20
118689,9963,393,364,20
119703,10045,393,364,20
120712,10132,393,364,20
121720,10217,393,364,20
122727,10288,393,364,20
123734,10362,393,364,20
124743,10447,393,364,20
125743,10529,393,364,20
126744,10616,393,364,20
127744,10698,393,364,20
128751,10783,393,364,20
129760,10865,393,364,20
130766,10951,393,364,20
131768,11031,393,364,20
132776,11111,393,364,20
133781,11198,393,364,20
134785,11281,393,364,20
135792,11367,393,364,20
136796,11452,393,364,20
137803,11537,393,364,20
138809,11627,393,364,20
139812,11714,393,364,20
140823,11797,393,364,20
141835,11884,393,364,20
142843,11962,393,364,20
143850,12048,393,364,20
144858,12136,393,364,20
145859,12220,393,364,20
146863,12307,393,364,20
147869,12392,393,364,20
148889,12478,393,364,20
149893,12563,393,364,20
150899,12653,393,364,20
151902,12739,393,364,20
152909,12821,393,364,20
153915,12906,393,364,20
154916,12989,393,364,20
155928,13077,393,364,20
156937,13162,393,364,20
157945,13245,393,364,20
158950,13328,393,364,20
159952,13416,393,364,20
160955,13499,393,364,20
161963,13582,393,364,20
162980,13665,393,364,20
163981,13746,393,364,20
164988,13827,393,364,20
165994,13915,393,364,20
167003,13999,393,364,20
168013,14080,393,364,20
169017,14165,393,364,20
170017,14250,393,364,20
171028,14336,393,364,20
172029,14420,393,364,20
173032,14498,393,364,20
174042,14587,393,364,20
175052,14672,393,364,20
176060,14759,393,364,20
177067,14845,393,364,20
178069,14927,393,364,20
179080,15011,394,364,20
180091,15096,394,364,20
181092,15182,396,366,21
182102,15266,396,366,21
183106,15345,396,366,21
184108,15430,396,366,21
185117,15515,396,366,21
186121,15598,396,366,21
187126,15680,396,366,21
188127,15759,396,366,21
189133,15848,396,366,21
190136,15936,396,366,21
191138,16014,396,366,21
192148,16094,396,366,21
193150,16176,396,366,21
194153,16265,396,366,21
195153,16346,396,366,21
196157,16431,396,366,21
197168,16518,396,366,21
198169,16598,396,366,21
199169,16680,396,367,21
200182,16767,396,367,21
201183,16851,396,367,21
202188,16935,396,367,21
203197,17017,396,367,21
204208,17103,396,367,21
205210,17181,396,367,21
206212,17263,396,367,21
207214,17346,396,367,21
208220,17429,396,367,21
209229,17516,396,367,21
210233,17601,396,367,21
211238,17685,396,367,21
212241,17765,396,367,21
213251,17850,396,367,21
214256,17936,396,367,21
215260,18017,396,367,21
216266,18104,396,367,21
217278,18187,396,367,21
218280,18271,396,367,21
219289,18355,396,367,21
220297,18436,396,367,21
221304,18520,396,367,21
222305,18598,396,367,21
223313,18685,396,367,21
224320,18769,396,367,21
225332,18855,396,367,21
226338,18939,396,367,21
227345,19019,396,367,21
228353,19102,396,367,21
229358,19187,396,367,21
230371,19271,396,367,21
231377,19356,396,367,21
232386,19435,396,367,21
233396,19519,396,367,21
234398,19602,396,367,21
235406,19686,396,367,21
236411,19771,396,367,21
237418,19850,396,367,21
238426,19934,396,367,21
239433,20021,396,367,21
240438,20102,396,367,21
241447,20187,396,367,21
242455,20268,396,367,21
243463,20351,396,367,21
244470,20436,396,367,21
245473,20522,396,367,21
246474,20608,396,367,21
247482,20688,396,367,21
248495,20774,396,367,21
249498,20859,396,367,21
250506,20945,396,367,21
251519,21029,396,367,21
252523,21110,396,367,21
253529,21196,396,367,21
254537,21279,396,367,21
255554,21369,396,367,21
256565,21454,396,367,21
257568,21535,396,367,21
258575,21619,396,367,21
259579,21705,396,367,21
260587,21790,396,367,21
261590,21874,396,367,21
262599,21956,396,367,21
263612,22041,396,367,21
264616,22130,396,367,21
265625,22210,396,367,21
266627,22295,396,367,21
267630,22372,396,367,21
268636,22451,396,367,21
269637,22534,396,367,21
270647,22618,396,367,21
271654,22704,396,367,21
272654,22785,396,367,21
273664,22872,396,367,21
274666,22958,396,367,21
275674,23043,396,367,21
276677,23130,397,368,21
277685,23215,397,368,21
278692,23299,397,368,21
279694,23386,397,368,21
280700,23468,397,368,21
281704,23552,397,368,21
282708,23633,397,368,21
283716,23722,399,369,22
284727,23807,399,369,22
285728,23894,399,369,22
286736,23976,399,369,22
287739,24061,399,369,22
288740,24144,399,369,22
289754,24229,399,369,22
290754,24316,399,369,22
291765,24398,399,369,22
292771,24480,399,369,22
293777,24564,399,369,22
294791,24647,399,369,22
295793,24729,399,369,22
296800,24815,399,369,22
297802,24896,399,369,22
298803,24978,400,370,22
299814,25062,400,370,22
300014,25079,400,370,22
