mode,executed_traces_mean,executed_traces_std,covered_branches_mean,covered_branches_std,sat_branches_mean,sat_branches_std,unsat_branches_mean,unsat_branches_std,unique_errors_mean,unique_errors_std,runtime_seconds_mean,runtime_seconds_std
concolic,316.00,704.36,160.40,70.24,14.00,20.69,124.00,12.31,3.20,5.50,527.80,165.53
