mode,executed_traces_mean,executed_traces_std,covered_branches_mean,covered_branches_std,sat_branches_mean,sat_branches_std,unsat_branches_mean,unsat_branches_std,unique_errors_mean,unique_errors_std,runtime_seconds_mean,runtime_seconds_std
concolic,477.20,306.15,300.20,27.28,0.60,1.34,224.20,11.58,9.60,2.70,364.60,40.14
