elapsed_ms,executed_traces,covered_branches,sat_branches,unsat_branches,unique_errors,solver_queue
0,0,0,0,0,0,0
1003,61,241,0,202,3,0
2219,76,243,0,202,3,0
3515,86,244,0,202,3,0
4625,89,244,0,202,3,0
5719,92,244,0,202,3,0
7116,95,244,0,202,3,0
8272,98,244,0,202,3,0
9424,100,244,0,202,3,0
78160,102,244,0,202,3,0
79179,159,281,0,220,6,0
80451,169,281,0,220,6,0
81568,173,281,0,220,6,0
82789,177,281,0,220,6,0
84173,185,281,0,220,6,0
85268,195,281,0,220,6,0
86362,196,281,0,220,6,0
87792,197,281,0,220,6,0
88945,198,281,0,220,6,0
90122,199,281,0,220,6,0
172710,200,281,0,220,6,0
173710,261,300,0,232,6,0
174812,285,306,0,236,6,0
175845,289,306,0,236,6,0
177204,297,309,0,236,7,0
178435,302,309,0,236,7,0
179884,305,309,0,236,7,0
181356,307,309,0,236,7,0
183124,309,309,0,236,7,0
184148,310,309,0,236,7,0
185444,311,311,0,236,8,0
186948,312,311,0,236,8,0
279966,313,311,0,236,8,0
280976,360,312,0,236,8,0
282069,367,312,0,236,8,0
283258,371,312,0,236,8,0
284675,375,312,0,236,8,0
286006,378,312,0,236,8,0
287518,381,312,0,236,8,0
288808,383,312,0,236,8,0
290310,385,312,0,236,8,0
291474,387,312,0,236,8,0
293466,392,312,0,236,8,0
294650,393,312,0,236,8,0
295922,394,312,0,236,8,0
393017,395,312,0,236,8,0
393017,395,312,0,236,8,0
