elapsed_ms,executed_traces,visited_branches,reached_branches,unique_errors
0,0,0,0,0
1007,59,307,281,6
2019,109,351,321,13
3034,157,360,329,13
4045,207,361,330,13
5047,257,368,336,14
6062,310,368,336,14
7062,365,368,337,14
8072,418,368,337,14
9104,472,371,340,15
10111,524,374,344,16
11112,577,374,344,16
12141,630,376,351,16
13141,682,376,351,16
14146,734,376,351,16
15159,784,379,354,17
16171,836,379,354,17
17174,888,379,354,17
18191,944,379,354,17
19197,997,379,354,17
20202,1050,379,354,17
21213,1106,379,354,17
22226,1160,379,354,17
23231,1213,379,354,17
24239,1269,379,354,17
25244,1322,379,354,17
26254,1373,379,354,17
27259,1425,379,354,17
28271,1478,380,355,17
29276,1531,380,355,17
30286,1579,380,355,17
31286,1632,380,355,17
32303,1684,380,355,17
33321,1728,380,355,17
34327,1773,380,355,17
35345,1817,380,355,17
36354,1861,380,355,17
37370,1906,380,355,17
38370,1948,380,355,17
39381,1990,381,356,17
40387,2032,388,362,17
41392,2076,388,362,17
42395,2118,389,362,17
43418,2161,389,362,17
44432,2206,389,362,17
45448,2251,389,362,17
46471,2296,389,362,17
47485,2342,389,362,17
48494,2386,389,362,17
49511,2430,390,363,17
50539,2475,390,363,17
51555,2518,390,363,17
52604,2562,390,363,17
53609,2607,390,363,17
54614,2650,390,363,17
55616,2692,390,363,17
56624,2735,390,363,17
57634,2779,390,363,17
58646,2823,390,363,17
59653,2866,390,363,17
60654,2908,390,363,17
61670,2954,390,363,17
62680,2998,390,363,17
63687,3041,390,364,17
64704,3085,390,364,17
65719,3129,390,364,17
66721,3170,390,364,17
67740,3215,390,364,17
68755,3260,390,364,17
69775,3304,390,364,17
70791,3349,390,364,17
71797,3394,390,364,17
72799,3435,390,364,17
73832,3480,390,364,17
74838,3526,390,364,17
75852,3568,390,364,17
76875,3612,390,364,17
77880,3657,391,364,17
78883,3701,391,364,17
79884,3744,391,364,17
80917,3787,391,364,17
81929,3828,391,364,17
82937,3874,391,364,17
83938,3920,391,364,17
84944,3964,393,365,18
85950,4006,393,365,18
86977,4049,393,365,18
88022,4092,393,365,18
89039,4135,393,365,18
90043,4178,393,365,18
91047,4222,396,368,19
92047,4267,396,368,19
93053,4305,396,368,19
94077,4348,396,368,19
95107,4392,396,368,19
