elapsed_ms,executed_traces,covered_branches,sat_branches,unsat_branches,unique_errors,solver_queue
0,0,0,0,0,0,0
2048,44,203,3,174,2,0
5111,92,247,3,199,5,0
6721,132,256,3,203,6,0
8269,174,259,3,203,7,0
9817,217,272,3,211,7,0
12006,288,299,3,222,10,0
13014,400,304,3,222,11,0
14874,410,304,3,222,11,0
15889,453,304,3,222,11,0
17226,474,307,3,222,12,0
18262,532,314,3,227,12,0
19564,571,315,3,227,12,0
20585,632,317,3,227,12,0
21769,650,317,3,227,12,0
22783,655,317,3,227,12,0
24008,659,317,3,227,12,0
39445,661,317,3,227,12,0
40448,716,317,3,227,12,0
41467,736,317,3,227,12,0
42998,740,319,3,227,12,0
44244,742,319,3,227,12,0
45529,744,319,3,227,12,0
46979,747,319,3,227,12,0
48252,749,319,3,227,12,0
49278,751,319,3,227,12,0
95376,753,319,3,227,12,0
96490,817,324,3,229,13,0
97641,821,324,3,229,13,0
98962,824,324,3,229,13,0
100123,826,324,3,229,13,0
101123,827,325,3,229,13,0
102349,828,325,3,229,13,0
151224,830,325,3,229,13,0
152233,878,333,3,234,13,0
153534,891,334,3,234,13,0
154702,894,334,3,234,13,0
155738,896,334,3,234,13,0
157001,898,334,3,234,13,0
158387,900,334,3,234,13,0
160043,902,334,3,234,13,0
161791,904,334,3,234,13,0
163567,906,334,3,234,13,0
165284,908,334,3,234,13,0
250808,910,334,3,234,13,0
251817,984,335,3,234,13,0
252963,994,335,3,234,13,0
254003,999,335,3,234,13,0
255276,1005,335,3,234,13,0
256637,1008,335,3,234,13,0
257652,1012,335,3,234,13,0
259043,1014,335,3,234,13,0
260602,1020,336,3,234,13,0
339122,1022,336,3,234,13,0
339122,1022,336,3,234,13,0
