elapsed_ms,executed_traces,visited_branches,reached_branches,unique_errors
0,0,0,0,0
1009,65,304,279,9
2013,122,317,290,10
3027,183,328,302,12
4042,246,337,310,12
5053,311,339,311,13
6059,374,339,311,13
7070,440,349,319,15
8078,489,349,319,15
9090,551,350,323,15
10096,614,351,324,15
11107,675,361,333,16
12107,738,362,335,16
13107,799,363,336,16
14108,866,363,336,16
15117,929,366,338,17
16130,992,366,338,17
17140,1056,366,339,17
18141,1115,366,339,17
19141,1176,371,344,17
20144,1238,371,344,17
21156,1303,372,345,17
22171,1369,372,345,17
23182,1432,372,345,17
24193,1497,372,345,17
25193,1560,372,345,17
26200,1623,372,345,17
27206,1686,378,350,17
28214,1746,380,352,18
29221,1810,380,352,18
30222,1872,383,354,18
31230,1938,383,354,18
32246,2002,383,354,18
33246,2061,384,354,18
34259,2123,384,354,18
35267,2186,384,354,18
36280,2250,384,354,18
37295,2316,384,354,18
38308,2380,384,354,18
39313,2442,384,354,18
40319,2504,385,355,18
41322,2568,385,355,18
42328,2628,386,356,18
43335,2690,386,356,18
44344,2756,386,356,18
45357,2816,386,356,18
46359,2879,386,356,18
47360,2938,388,358,18
48375,2998,390,360,19
49389,3060,390,360,19
50405,3121,390,360,19
51413,3184,390,360,19
52425,3249,390,360,19
53431,3313,390,360,19
54436,3374,390,360,19
55440,3438,390,360,19
56451,3502,390,360,19
57467,3565,390,360,19
58472,3627,391,361,19
59474,3690,391,361,19
60475,3752,391,361,19
61475,3815,391,361,19
62480,3878,391,361,19
63494,3939,391,361,19
64498,4003,391,361,19
65500,4068,391,361,19
66503,4132,391,361,19
67506,4191,391,361,19
68511,4255,391,361,19
69514,4321,391,361,19
70523,4389,391,361,19
71525,4455,391,361,19
72538,4515,391,361,19
73544,4579,391,361,19
74544,4646,391,361,19
75547,4711,391,361,19
76551,4775,391,361,19
77561,4838,391,361,19
78562,4900,391,361,19
79568,4965,391,361,19
80573,5026,391,361,19
81579,5091,391,361,19
82579,5150,391,361,19
83582,5214,391,361,19
84588,5274,391,361,19
85589,5339,391,361,19
86601,5403,391,361,19
87602,5466,391,361,19
88611,5531,391,361,19
89621,5594,391,361,19
90630,5655,391,361,19
91642,5719,391,361,19
92645,5777,391,361,19
93649,5838,391,361,19
94651,5900,391,361,19
95664,5963,391,361,19
96672,6025,391,361,19
97674,6083,391,361,19
